0.970423908676,3.20726688885,2_2_0.05_0.05
0.953505998174,3.15243826278,2_2_0.05_0.1
0.936836263014,3.09734575194,2_2_0.05_0.15
0.920632919635,3.04225009804,2_2_0.05_0.2
0.904506452055,2.9894158834,2_2_0.05_0.25
0.954504908676,3.15711904878,2_2_0.1_0.05
0.93787323105,3.09885708842,2_2_0.1_0.1
0.921262486758,3.04402088667,2_2_0.1_0.15
0.904695630137,2.9877727156,2_2_0.1_0.2
0.887115494064,2.93164263506,2_2_0.1_0.25
0.937837863927,3.10135636621,2_2_0.15_0.05
0.921679921461,3.04810143673,2_2_0.15_0.1
0.904993708676,2.9924261651,2_2_0.15_0.15
0.888403182648,2.93936874527,2_2_0.15_0.2
0.871363915982,2.87996042618,2_2_0.15_0.25
0.921461303196,3.04844287423,2_2_0.2_0.05
0.904458938813,2.99101141556,2_2_0.2_0.1
0.887867973516,2.93614661167,2_2_0.2_0.15
0.871553214612,2.88239002412,2_2_0.2_0.2
0.854466032877,2.82521804023,2_2_0.2_0.25
0.904431945205,2.99107078582,2_2_0.25_0.05
0.888232842922,2.93901877051,2_2_0.25_0.1
0.871740326027,2.88161825453,2_2_0.25_0.15
0.855183379909,2.82686426937,2_2_0.25_0.2
0.838149408219,2.77101590099,2_2_0.25_0.25
0.969939868493,4.39254673852,2_4_0.05_0.05
0.953837731507,4.31922134076,2_4_0.05_0.1
0.937777950685,4.24819513457,2_4_0.05_0.15
0.921258765297,4.17327696861,2_4_0.05_0.2
0.904304842922,4.09511141475,2_4_0.05_0.25
0.953210980822,4.31698223335,2_4_0.1_0.05
0.936684634703,4.24147046795,2_4_0.1_0.1
0.920555378082,4.16960959966,2_4_0.1_0.15
0.903374131507,4.09173469955,2_4_0.1_0.2
0.886729158904,4.01646687574,2_4_0.1_0.25
0.937040076712,4.24226643052,2_4_0.15_0.05
0.920812094064,4.16834077534,2_4_0.15_0.1
0.904534058447,4.09385247584,2_4_0.15_0.15
0.887494986301,4.01879576093,2_4_0.15_0.2
0.870869505023,3.94352621056,2_4_0.15_0.25
0.920794052055,4.16895212704,2_4_0.2_0.05
0.90436403379,4.09544517809,2_4_0.2_0.1
0.887973275799,4.02018848459,2_4_0.2_0.15
0.871007231963,3.94340802057,2_4_0.2_0.2
0.853932540639,3.86621570206,2_4_0.2_0.25
0.90399493242,4.09412090451,2_4_0.25_0.05
0.886913891324,4.01466304571,2_4_0.25_0.1
0.87068829589,3.94080796462,2_4_0.25_0.15
0.85485296895,3.87292936888,2_4_0.25_0.2
0.837740346119,3.79543261862,2_4_0.25_0.25
0.968974546119,5.35978324837,2_6_0.05_0.05
0.953208678539,5.27224200895,2_6_0.05_0.1
0.936646722374,5.18063583648,2_6_0.05_0.15
0.91969153516,5.08580198082,2_6_0.05_0.2
0.903596254795,4.9983785997,2_6_0.05_0.25
0.953617720548,5.27442957131,2_6_0.1_0.05
0.936856948858,5.18400371559,2_6_0.1_0.1
0.920393957078,5.09291868995,2_6_0.1_0.15
0.903351494064,4.9937608649,2_6_0.1_0.2
0.887004745205,4.90380548661,2_6_0.1_0.25
0.936344255708,5.17806052719,2_6_0.15_0.05
0.920522967123,5.09279251449,2_6_0.15_0.1
0.903800199087,5.0003949952,2_6_0.15_0.15
0.886984063014,4.90364852619,2_6_0.15_0.2
0.871053344292,4.81665097643,2_6_0.15_0.25
0.920307515982,5.09317020893,2_6_0.2_0.05
0.903926669406,4.99875907225,2_6_0.2_0.1
0.887234515068,4.90640464347,2_6_0.2_0.15
0.871512507763,4.8166225828,2_6_0.2_0.2
0.854667370776,4.72684000215,2_6_0.2_0.25
0.90327372968,4.99681971404,2_6_0.25_0.05
0.886051524201,4.90063634481,2_6_0.25_0.1
0.870912352511,4.81792007089,2_6_0.25_0.15
0.854735628311,4.72940895684,2_6_0.25_0.2
0.83814983105,4.63764564867,2_6_0.25_0.25
0.969335369863,6.15866362606,2_8_0.05_0.05
0.952917778995,6.05604118495,2_8_0.05_0.1
0.936388990868,5.95201253492,2_8_0.05_0.15
0.920022691324,5.84799111612,2_8_0.05_0.2
0.904007148858,5.74149471045,2_8_0.05_0.25
0.953296526941,6.0525841639,2_8_0.1_0.05
0.935919299543,5.94482171725,2_8_0.1_0.1
0.920490063014,5.84272395045,2_8_0.1_0.15
0.903633740639,5.73824198841,2_8_0.1_0.2
0.887315434703,5.63788579656,2_8_0.1_0.25
0.936136546119,5.94897173906,2_8_0.15_0.05
0.920709920548,5.84749078289,2_8_0.15_0.1
0.904350237443,5.74655422558,2_8_0.15_0.15
0.888217097717,5.64455939419,2_8_0.15_0.2
0.871132072146,5.53216389139,2_8_0.15_0.25
0.920589794521,5.85088594804,2_8_0.2_0.05
0.903891457534,5.74053519362,2_8_0.2_0.1
0.887394853881,5.63722695808,2_8_0.2_0.15
0.870737773516,5.53321953274,2_8_0.2_0.2
